train/loss_step,train/L2_step,train/L1_step,epoch,step,val/loss_step,val/L2_step,val/L1_step,val/loss_epoch,val/L2_epoch,val/L1_epoch,train/loss_epoch,train/L2_epoch,train/L1_epoch
0.21633082628250122,0.11898910999298096,0.21633082628250122,0,49,,,,,,,,,
0.1355651170015335,0.06148269772529602,0.1355651170015335,0,99,,,,,,,,,
0.10304165631532669,0.04204744100570679,0.10304165631532669,0,149,,,,,,,,,
0.14966879785060883,0.0953483134508133,0.14966879785060883,0,199,,,,,,,,,
0.08710506558418274,0.033378325402736664,0.08710506558418274,0,249,,,,,,,,,
0.14844533801078796,0.08917936682701111,0.14844533801078796,0,299,,,,,,,,,
0.1151883602142334,0.06141713261604309,0.1151883602142334,0,349,,,,,,,,,
0.10470817983150482,0.050196487456560135,0.10470817983150482,0,399,,,,,,,,,
0.11081811785697937,0.05325673148036003,0.11081811785697937,0,449,,,,,,,,,
0.10536971688270569,0.04860701411962509,0.10536971688270569,0,499,,,,,,,,,
0.10279566049575806,0.05081126093864441,0.10279566049575806,0,549,,,,,,,,,
0.1089373379945755,0.06108638271689415,0.1089373379945755,0,599,,,,,,,,,
0.13617227971553802,0.0735577866435051,0.13617227971553802,0,649,,,,,,,,,
0.11678609251976013,0.0665261521935463,0.11678609251976013,0,699,,,,,,,,,
0.10444866865873337,0.050111811608076096,0.10444866865873337,0,749,,,,,,,,,
0.08772754669189453,0.03733162581920624,0.08772754669189453,0,799,,,,,,,,,
0.10400445759296417,0.04960516095161438,0.10400445759296417,0,849,,,,,,,,,
,,,,0,0.09093590080738068,0.03987962007522583,0.09093590080738068,,,,,,
,,,,1,0.13133504986763,0.08101006597280502,0.13133504986763,,,,,,
,,,,2,0.1059102714061737,0.05223532393574715,0.1059102714061737,,,,,,
,,,,3,0.09387081861495972,0.036542996764183044,0.09387081861495972,,,,,,
,,,,4,0.08505484461784363,0.035196125507354736,0.08505484461784363,,,,,,
,,,,5,0.1081807017326355,0.06216966360807419,0.1081807017326355,,,,,,
,,,,6,0.10746987164020538,0.053855907171964645,0.10746987164020538,,,,,,
,,,,7,0.08233289420604706,0.031706780195236206,0.08233289420604706,,,,,,
,,,,8,0.09202688187360764,0.03696440905332565,0.09202688187360764,,,,,,
,,,,9,0.10838742554187775,0.05074520409107208,0.10838742554187775,,,,,,
,,,,10,0.107032909989357,0.05833505839109421,0.107032909989357,,,,,,
,,,,11,0.10616740584373474,0.05382322520017624,0.10616740584373474,,,,,,
,,,,12,0.11996566504240036,0.07159730792045593,0.11996566504240036,,,,,,
,,,,13,0.11265793442726135,0.053864575922489166,0.11265793442726135,,,,,,
,,,,14,0.12246136367321014,0.07456785440444946,0.12246136367321014,,,,,,
,,,,15,0.10668244957923889,0.05236842483282089,0.10668244957923889,,,,,,
,,,,16,0.10573316365480423,0.056000128388404846,0.10573316365480423,,,,,,
,,,,17,0.10469354689121246,0.046057358384132385,0.10469354689121246,,,,,,
,,,,18,0.10668865591287613,0.05491677671670914,0.10668865591287613,,,,,,
,,,,19,0.11282408237457275,0.05738864094018936,0.11282408237457275,,,,,,
,,,,20,0.13432884216308594,0.07593774795532227,0.13432884216308594,,,,,,
,,,,21,0.08651559054851532,0.03389553353190422,0.08651559054851532,,,,,,
,,,,22,0.10346311330795288,0.046412624418735504,0.10346311330795288,,,,,,
,,,,23,0.13210827112197876,0.07341895252466202,0.13210827112197876,,,,,,
,,,,24,0.08052738755941391,0.035383015871047974,0.08052738755941391,,,,,,
,,,,25,0.12090969830751419,0.06642648577690125,0.12090969830751419,,,,,,
,,,,26,0.10330768674612045,0.04787510633468628,0.10330768674612045,,,,,,
,,,,27,0.10483772307634354,0.057857662439346313,0.10483772307634354,,,,,,
,,,,28,0.0924442708492279,0.038775742053985596,0.0924442708492279,,,,,,
,,,,29,0.09437960386276245,0.03897164762020111,0.09437960386276245,,,,,,
,,,,30,0.10040126740932465,0.05824705958366394,0.10040126740932465,,,,,,
,,,,31,0.10921583324670792,0.058201998472213745,0.10921583324670792,,,,,,
,,,,32,0.11958661675453186,0.06557352095842361,0.11958661675453186,,,,,,
,,,,33,0.11919261515140533,0.0625075250864029,0.11919261515140533,,,,,,
,,,,34,0.09232567250728607,0.041957054287195206,0.09232567250728607,,,,,,
,,,,35,0.1058853343129158,0.057138592004776,0.1058853343129158,,,,,,
,,,,36,0.12404312193393707,0.0684368908405304,0.12404312193393707,,,,,,
,,,,37,0.10219543427228928,0.04914099723100662,0.10219543427228928,,,,,,
,,,,38,0.12471219897270203,0.0634622871875763,0.12471219897270203,,,,,,
,,,,39,0.14386358857154846,0.08244968950748444,0.14386358857154846,,,,,,
,,,,40,0.13725975155830383,0.07796226441860199,0.13725975155830383,,,,,,
,,,,41,0.09677544236183167,0.045182038098573685,0.09677544236183167,,,,,,
,,,,42,0.08777137845754623,0.04182525351643562,0.08777137845754623,,,,,,
,,,,43,0.09290172159671783,0.0504516065120697,0.09290172159671783,,,,,,
,,,,44,0.07951738685369492,0.030210774391889572,0.07951738685369492,,,,,,
,,,,45,0.1182246208190918,0.06449313461780548,0.1182246208190918,,,,,,
,,,,46,0.10111135244369507,0.054696906358003616,0.10111135244369507,,,,,,
,,,,47,0.08376562595367432,0.03467937558889389,0.08376562595367432,,,,,,
,,,,48,0.0900019109249115,0.0368073508143425,0.0900019109249115,,,,,,
,,,,49,0.13321736454963684,0.07895936071872711,0.13321736454963684,,,,,,
,,,,50,0.14186671376228333,0.09047363698482513,0.14186671376228333,,,,,,
,,,,51,0.11520485579967499,0.058741986751556396,0.11520485579967499,,,,,,
,,,,52,0.11036105453968048,0.06055273115634918,0.11036105453968048,,,,,,
,,,,53,0.1263243556022644,0.0670376718044281,0.1263243556022644,,,,,,
,,,,54,0.140290766954422,0.09023646265268326,0.140290766954422,,,,,,
,,,,55,0.09854969382286072,0.043325141072273254,0.09854969382286072,,,,,,
,,,,56,0.08735325932502747,0.03787238895893097,0.08735325932502747,,,,,,
,,,,57,0.09170633554458618,0.040402285754680634,0.09170633554458618,,,,,,
,,,,58,0.12390698492527008,0.06550794839859009,0.12390698492527008,,,,,,
,,,,59,0.09601448476314545,0.04860585555434227,0.09601448476314545,,,,,,
,,,,60,0.09761679172515869,0.05324486643075943,0.09761679172515869,,,,,,
,,,,61,0.12239721417427063,0.06664677709341049,0.12239721417427063,,,,,,
,,,,62,0.06276167184114456,0.017596766352653503,0.06276167184114456,,,,,,
,,,,63,0.0755043774843216,0.03321137651801109,0.0755043774843216,,,,,,
,,,,64,0.08418723195791245,0.04083481431007385,0.08418723195791245,,,,,,
,,,,65,0.08733174204826355,0.03940368816256523,0.08733174204826355,,,,,,
,,,,66,0.1289072036743164,0.08050253242254257,0.1289072036743164,,,,,,
,,,,67,0.0769827663898468,0.033172186464071274,0.0769827663898468,,,,,,
,,,,68,0.1417108178138733,0.08935707807540894,0.1417108178138733,,,,,,
,,,,69,0.11188077926635742,0.061338160187006,0.11188077926635742,,,,,,
,,,,70,0.10169332474470139,0.051422759890556335,0.10169332474470139,,,,,,
,,,,71,0.09506355226039886,0.04722270742058754,0.09506355226039886,,,,,,
,,,,72,0.12886568903923035,0.06955832988023758,0.12886568903923035,,,,,,
,,,,73,0.10595880448818207,0.05395650491118431,0.10595880448818207,,,,,,
,,,,74,0.08120127767324448,0.03175438940525055,0.08120127767324448,,,,,,
,,,,75,0.08922756463289261,0.044301532208919525,0.08922756463289261,,,,,,
,,,,76,0.10553651303052902,0.055067919194698334,0.10553651303052902,,,,,,
,,,,77,0.08168794214725494,0.031039465218782425,0.08168794214725494,,,,,,
,,,,78,0.09936849027872086,0.05043916031718254,0.09936849027872086,,,,,,
,,,,79,0.11369173228740692,0.07394838333129883,0.11369173228740692,,,,,,
,,,,80,0.07155254483222961,0.03364245966076851,0.07155254483222961,,,,,,
,,,,81,0.08641393482685089,0.037950534373521805,0.08641393482685089,,,,,,
,,,,82,0.12088459730148315,0.06689021736383438,0.12088459730148315,,,,,,
,,,,83,0.10231384634971619,0.047293711453676224,0.10231384634971619,,,,,,
,,,,84,0.11230774223804474,0.05567821115255356,0.11230774223804474,,,,,,
,,,,85,0.11234212666749954,0.056883588433265686,0.11234212666749954,,,,,,
,,,,86,0.10818150639533997,0.05329274758696556,0.10818150639533997,,,,,,
,,,,87,0.10634628683328629,0.059600830078125,0.10634628683328629,,,,,,
,,,,88,0.11427679657936096,0.05953887477517128,0.11427679657936096,,,,,,
